estudiantes	agno_ingreso	tipo_ie	nem	psu	ranking_10	ranking_75	dependencia	año_egreso	QUINTIL
2	2013	U-PRIVADA	50a55	600a700	0	0	PP	2009	2
2	2013	U-PRIVADA	50a55	700a900	0	0	MUN	2011	2
2	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2008oAnterior	
2	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2009	
2	2013	U-PRIVADA	50a55	S/I	0	0	PP	2011	2
2	2013	U-PRIVADA	50a55	S/I	0	0	PP	2011	3
2	2013	U-PRIVADA	50a55	S/I	0	0	PP	2012	2
2	2013	U-PRIVADA	55a60	100a475	0	0	MUN	2009	2
2	2013	U-PRIVADA	55a60	100a475	0	0	PP	2011	3
2	2013	U-PRIVADA	55a60	100a475	0	0	PP	2012	1
2	2013	U-PRIVADA	55a60	100a475	0	0	PS	2012	
2	2013	U-PRIVADA	55a60	475a500	0	0	PP	2010	1
2	2013	U-PRIVADA	55a60	475a500	0	0	PP	2010	3
2	2013	U-PRIVADA	55a60	475a500	0	0	PP	2011	4
2	2013	U-PRIVADA	55a60	475a500	0	0	PP	2012	3
2	2013	U-PRIVADA	55a60	475a500	1	0	MUN	2012	2
2	2013	U-PRIVADA	55a60	475a500	1	0	PS	2012	4
2	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2009	5
2	2013	U-PRIVADA	55a60	500a550	0	0	PP	2008oAnterior	2
2	2013	U-PRIVADA	55a60	500a550	0	0	PP	2008oAnterior	5
2	2013	U-PRIVADA	55a60	500a550	0	0	PP	2009	4
2	2012	U-PRIVADA	55a60	500a550	0	0	PS	2008oAnterior	
2	2013	U-PRIVADA	55a60	500a550	1	1	MUN	2012	4
2	2013	U-PRIVADA	55a60	500a550	1	1	MUN	2012	5
2	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2008oAnterior	5
2	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2012	
2	2013	U-PRIVADA	55a60	550a600	0	0	PP	2008oAnterior	
2	2013	U-PRIVADA	55a60	550a600	0	0	PP	2008oAnterior	5
2	2013	U-PRIVADA	55a60	550a600	0	0	PP	2009	4
2	2013	U-PRIVADA	55a60	550a600	0	0	PP	2010	2
2	2013	U-PRIVADA	55a60	550a600	0	0	PS	2009	
2	2013	U-PRIVADA	55a60	550a600	0	0	PS	2011	
2	2013	U-PRIVADA	55a60	550a600	1	0	MUN	2012	1
2	2013	U-PRIVADA	55a60	550a600	1	0	MUN	2012	3
2	2013	U-PRIVADA	55a60	550a600	1	0	MUN	2012	4
2	2013	U-PRIVADA	55a60	550a600	1	0	PS	2012	5
2	2013	U-PRIVADA	55a60	550a600	1	1	MUN	2012	1
2	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2012	
2	2013	U-PRIVADA	55a60	600a700	0	0	PP	2009	
2	2013	U-PRIVADA	55a60	600a700	0	0	PP	2009	5
2	2013	U-PRIVADA	55a60	600a700	0	0	PP	2010	
2	2013	U-PRIVADA	55a60	600a700	0	0	PS	2010	
2	2013	U-PRIVADA	55a60	600a700	0	0	PS	2011	
2	2013	U-PRIVADA	55a60	600a700	1	0	MUN	2012	2
2	2013	U-PRIVADA	55a60	600a700	1	0	PS	2012	3
2	2013	U-PRIVADA	55a60	600a700	1	0	PS	2012	5
2	2013	U-PRIVADA	55a60	600a700	1	1	PS	2012	2
2	2013	U-PRIVADA	55a60	700a900	0	0	MUN	2008oAnterior	1
2	2013	U-PRIVADA	55a60	700a900	0	0	MUN	2011	5
2	2013	U-PRIVADA	55a60	700a900	0	0	MUN	2012	4
2	2012	U-PRIVADA	55a60	700a900	0	0	PP	2010	5
2	2013	U-PRIVADA	55a60	700a900	0	0	PP	2012	
2	2013	U-PRIVADA	55a60	700a900	0	0	PP	2012	1
2	2013	U-PRIVADA	55a60	700a900	0	0	PP	2012	5
2	2013	U-PRIVADA	55a60	700a900	0	0	PS	2008oAnterior	3
2	2013	U-PRIVADA	55a60	700a900	0	0	PS	2011	2
2	2013	U-PRIVADA	55a60	700a900	0	0	PS	2012	3
2	2012	U-PRIVADA	55a60	S/I	0	0	MUN	2009	
2	2010	U-PRIVADA	55a60	S/I	0	0	PP	2009	4
2	2013	U-PRIVADA	55a60	S/I	0	0	PP	2010	
2	2013	U-PRIVADA	55a60	S/I	0	0	PP	2011	1
2	2013	U-PRIVADA	55a60	S/I	0	0	PS	2012	3
2	2013	U-PRIVADA	55a60	S/I	1	0	MUN	2012	2
2	2013	U-PRIVADA	55a60	S/I	1	0	PS	2012	1
2	2013	U-PRIVADA	55a60	S/I	1	1	MUN	2012	1
2	2013	U-PRIVADA	55a60	S/I	1	1	MUN	2012	2
2	2013	U-PRIVADA	55a60	S/I	1	1	PS	2012	1
2	2013	U-PRIVADA	55a60	S/I	1	1	PS	2012	2
2	2013	U-PRIVADA	60a70	100a475	0	0	MUN	2009	2
2	2013	U-PRIVADA	60a70	100a475	0	0	PP	2012	2
2	2013	U-PRIVADA	60a70	100a475	0	0	PP	2012	3
2	2013	U-PRIVADA	60a70	100a475	0	0	PS	2010	2
2	2013	U-PRIVADA	60a70	100a475	1	0	PS	2012	3
2	2013	U-PRIVADA	60a70	100a475	1	0	PS	2012	4
2	2013	U-PRIVADA	60a70	475a500	0	0	MUN	2009	3
2	2013	U-PRIVADA	60a70	475a500	0	0	PP	2012	4
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2008oAnterior	1
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2009	1
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2009	2
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2009	4
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2010	3
2	2013	U-PRIVADA	60a70	475a500	0	0	PS	2010	4
2	2013	U-PRIVADA	60a70	475a500	1	1	MUN	2012	5
2	2013	U-PRIVADA	60a70	475a500	1	1	PS	2012	5
2	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2008oAnterior	5
2	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2009	3
2	2013	U-PRIVADA	60a70	500a550	0	0	PP	2011	5
2	2013	U-PRIVADA	60a70	500a550	0	0	PP	2012	1
2	2013	U-PRIVADA	60a70	500a550	0	0	PP	2012	2
2	2013	U-PRIVADA	60a70	500a550	0	0	PS	2010	5
2	2013	U-PRIVADA	60a70	500a550	1	0	PS	2012	5
2	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2008oAnterior	4
2	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2008oAnterior	5
2	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2009	4
2	2013	U-PRIVADA	60a70	550a600	0	0	PP	2010	
2	2013	U-PRIVADA	60a70	550a600	0	0	PP	2010	3
2	2013	U-PRIVADA	60a70	550a600	0	0	PP	2011	
2	2013	U-PRIVADA	60a70	550a600	0	0	PP	2012	1
2	2013	U-PRIVADA	60a70	550a600	0	0	PS	2011	
2	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2009	2
2	2012	U-PRIVADA	60a70	600a700	0	0	MUN	2010	5
2	2013	U-PRIVADA	60a70	600a700	0	0	PP	2008oAnterior	2
2	2013	U-PRIVADA	60a70	600a700	0	0	PP	2009	3
2	2013	U-PRIVADA	60a70	600a700	0	0	PP	2009	4
2	2013	U-PRIVADA	60a70	600a700	0	0	PP	2010	2
2	2013	U-PRIVADA	60a70	600a700	0	0	PP	2011	
2	2013	U-PRIVADA	60a70	600a700	0	0	PS	2009	
2	2013	U-PRIVADA	60a70	600a700	1	0	MUN	2012	2
2	2013	U-PRIVADA	60a70	600a700	1	0	MUN	2012	4
2	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2008oAnterior	4
2	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2011	1
2	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2011	5
2	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2012	3
2	2013	U-PRIVADA	60a70	700a900	0	0	PP	2008oAnterior	5
2	2013	U-PRIVADA	60a70	700a900	0	0	PP	2010	4
2	2012	U-PRIVADA	60a70	700a900	0	0	PP	2010	5
2	2013	U-PRIVADA	60a70	700a900	0	0	PP	2012	
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2008oAnterior	4
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2009	4
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2009	5
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2010	3
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2010	4
2	2013	U-PRIVADA	60a70	700a900	0	0	PS	2012	3
2	2013	U-PRIVADA	60a70	700a900	1	0	PS	2012	2
2	2013	U-PRIVADA	60a70	700a900	1	1	MUN	2012	3
2	2013	U-PRIVADA	60a70	S/I	0	0	MUN	2010	5
2	2013	U-PRIVADA	60a70	S/I	0	0	MUN	2011	4
2	2008	U-PRIVADA	60a70	S/I	0	0	PP	2008oAnterior	2
2	2009	U-PRIVADA	60a70	S/I	0	0	PS	2008oAnterior	
2	2010	U-PRIVADA	60a70	S/I	0	0	PS	2009	
2	2013	U-PRIVADA	60a70	S/I	0	0	PS	2012	2
2	2013	U-PRIVADA	60a70	S/I	1	1	PS	2012	3
1	2013	CFT	10a40	S/I	0	0	PS	2008oAnterior	5
1	2013	CFT	40a50	100a475	0	0	MUN	2009	2
1	2013	CFT	40a50	100a475	0	0	MUN	2009	4
1	2013	CFT	40a50	100a475	0	0	MUN	2010	4
1	2013	CFT	40a50	100a475	0	0	PP	2010	1
1	2013	CFT	40a50	100a475	0	0	PP	2010	2
1	2013	CFT	40a50	100a475	0	0	PP	2011	1
1	2013	CFT	40a50	100a475	0	0	PP	2011	2
1	2013	CFT	40a50	100a475	0	0	PP	2011	3
1	2013	CFT	40a50	100a475	0	0	PS	2008oAnterior	5
1	2013	CFT	40a50	100a475	0	0	PS	2009	5
1	2013	CFT	40a50	475a500	0	0	MUN	2008oAnterior	4
1	2013	CFT	40a50	475a500	0	0	MUN	2009	2
1	2013	CFT	40a50	475a500	0	0	MUN	2009	4
1	2013	CFT	40a50	475a500	0	0	MUN	2010	2
1	2013	CFT	40a50	475a500	0	0	MUN	2010	3
1	2013	CFT	40a50	475a500	0	0	PP	2009	3
1	2013	CFT	40a50	475a500	0	0	PP	2011	4
1	2013	CFT	40a50	475a500	0	0	PP	2012	3
1	2013	CFT	40a50	475a500	0	0	PS	2008oAnterior	1
1	2013	CFT	40a50	475a500	0	0	PS	2008oAnterior	3
1	2013	CFT	40a50	475a500	0	0	PS	2008oAnterior	5
1	2013	CFT	40a50	475a500	0	0	PS	2009	2
1	2013	CFT	40a50	475a500	0	0	PS	2009	4
1	2013	CFT	40a50	475a500	0	0	PS	2010	1
1	2013	CFT	40a50	475a500	0	0	PS	2010	3
1	2013	CFT	40a50	475a500	0	0	PS	2010	4
1	2013	CFT	40a50	500a550	0	0	MUN	2008oAnterior	2
1	2013	CFT	40a50	500a550	0	0	MUN	2008oAnterior	3
1	2013	CFT	40a50	500a550	0	0	MUN	2008oAnterior	4
1	2013	CFT	40a50	500a550	0	0	MUN	2009	1
1	2013	CFT	40a50	500a550	0	0	MUN	2010	1
1	2013	CFT	40a50	500a550	0	0	MUN	2010	3
1	2013	CFT	40a50	500a550	0	0	MUN	2010	4
1	2013	CFT	40a50	500a550	0	0	MUN	2012	2
1	2013	CFT	40a50	500a550	0	0	MUN	2012	3
1	2013	CFT	40a50	500a550	0	0	PS	2008oAnterior	1
1	2013	CFT	40a50	500a550	0	0	PS	2008oAnterior	3
1	2013	CFT	40a50	500a550	0	0	PS	2011	5
1	2013	CFT	40a50	550a600	0	0	MUN	2009	3
1	2013	CFT	40a50	550a600	0	0	MUN	2012	2
1	2013	CFT	40a50	550a600	0	0	PP	2010	3
1	2013	CFT	40a50	550a600	0	0	PS	2008oAnterior	1
1	2013	CFT	40a50	550a600	0	0	PS	2008oAnterior	3
1	2013	CFT	40a50	550a600	0	0	PS	2008oAnterior	4
1	2013	CFT	40a50	550a600	0	0	PS	2011	2
1	2013	CFT	40a50	550a600	0	0	PS	2011	3
1	2013	CFT	40a50	550a600	0	0	PS	2011	4
1	2013	CFT	40a50	550a600	0	0	PS	2012	2
1	2013	CFT	40a50	550a600	0	0	PS	2012	5
1	2013	CFT	40a50	600a700	0	0	PP	2012	5
1	2013	CFT	40a50	600a700	0	0	PS	2012	4
1	2013	CFT	40a50	S/I	0	0	MUN	2012	5
1	2013	CFT	40a50	S/I	0	0	PP	2009	2
1	2013	CFT	40a50	S/I	0	0	PP	2009	3
1	2013	CFT	40a50	S/I	0	0	PP	2009	4
1	2013	CFT	40a50	S/I	0	0	PP	2010	5
1	2013	CFT	40a50	S/I	0	0	PP	2012	2
1	2013	CFT	50a55	100a475	0	0	PP	2009	4
1	2013	CFT	50a55	100a475	0	0	PP	2010	1
1	2013	CFT	50a55	100a475	0	0	PP	2011	4
1	2013	CFT	50a55	100a475	1	0	MUN	2012	2
1	2013	CFT	50a55	100a475	1	0	PS	2012	1
1	2013	CFT	50a55	100a475	1	0	PS	2012	3
1	2013	CFT	50a55	100a475	1	1	PS	2012	1
1	2013	CFT	50a55	100a475	1	1	PS	2012	2
1	2013	CFT	50a55	475a500	0	0	MUN	2008oAnterior	4
1	2013	CFT	50a55	475a500	0	0	MUN	2008oAnterior	5
1	2013	CFT	50a55	475a500	0	0	MUN	2009	1
1	2013	CFT	50a55	475a500	0	0	MUN	2009	3
1	2013	CFT	50a55	475a500	0	0	MUN	2009	4
1	2013	CFT	50a55	475a500	0	0	PP	2008oAnterior	3
1	2013	CFT	50a55	475a500	0	0	PP	2009	2
1	2013	CFT	50a55	475a500	0	0	PP	2011	4
1	2013	CFT	50a55	475a500	0	0	PP	2011	5
1	2013	CFT	50a55	475a500	0	0	PS	2008oAnterior	5
1	2013	CFT	50a55	475a500	0	0	PS	2009	5
1	2013	CFT	50a55	500a550	0	0	MUN	2008oAnterior	3
1	2013	CFT	50a55	500a550	0	0	MUN	2010	5
1	2013	CFT	50a55	500a550	0	0	PP	2008oAnterior	2
1	2013	CFT	50a55	500a550	0	0	PP	2008oAnterior	3
1	2013	CFT	50a55	500a550	0	0	PP	2008oAnterior	4
1	2013	CFT	50a55	500a550	0	0	PP	2009	4
1	2013	CFT	50a55	500a550	0	0	PP	2010	1
1	2013	CFT	50a55	500a550	0	0	PP	2011	2
1	2013	CFT	50a55	500a550	0	0	PP	2011	3
1	2013	CFT	50a55	500a550	0	0	PP	2011	5
1	2013	CFT	50a55	500a550	0	0	PP	2012	1
1	2013	CFT	50a55	500a550	0	0	PP	2012	3
1	2013	CFT	50a55	500a550	0	0	PS	2008oAnterior	5
1	2013	CFT	50a55	500a550	1	1	MUN	2012	2
1	2013	CFT	50a55	550a600	0	0	MUN	2008oAnterior	3
1	2013	CFT	50a55	550a600	0	0	MUN	2008oAnterior	4
1	2013	CFT	50a55	550a600	0	0	MUN	2008oAnterior	5
1	2013	CFT	50a55	550a600	0	0	MUN	2009	5
1	2013	CFT	50a55	550a600	0	0	MUN	2010	1
1	2013	CFT	50a55	550a600	0	0	MUN	2011	5
1	2013	CFT	50a55	550a600	0	0	MUN	2012	4
1	2013	CFT	50a55	550a600	0	0	PP	2008oAnterior	5
1	2013	CFT	50a55	550a600	0	0	PP	2011	1
1	2013	CFT	50a55	550a600	0	0	PP	2011	2
1	2013	CFT	50a55	550a600	0	0	PP	2012	2
1	2013	CFT	50a55	550a600	0	0	PP	2012	5
1	2013	CFT	50a55	550a600	0	0	PS	2009	1
1	2013	CFT	50a55	550a600	0	0	PS	2009	3
1	2013	CFT	50a55	550a600	0	0	PS	2009	5
1	2013	CFT	50a55	550a600	0	0	PS	2011	5
1	2013	CFT	50a55	600a700	0	0	MUN	2008oAnterior	2
1	2013	CFT	50a55	600a700	0	0	MUN	2009	2
1	2013	CFT	50a55	600a700	0	0	MUN	2009	3
1	2013	CFT	50a55	600a700	0	0	MUN	2010	3
1	2013	CFT	50a55	600a700	0	0	MUN	2012	2
1	2013	CFT	50a55	600a700	0	0	MUN	2012	4
1	2013	CFT	50a55	600a700	0	0	PP	2008oAnterior	2
1	2013	CFT	50a55	600a700	0	0	PS	2008oAnterior	1
1	2013	CFT	50a55	600a700	0	0	PS	2009	1
1	2013	CFT	50a55	600a700	0	0	PS	2010	1
1	2013	CFT	50a55	600a700	0	0	PS	2011	1
1	2013	CFT	50a55	600a700	0	0	PS	2011	2
1	2013	CFT	50a55	600a700	0	0	PS	2012	2
1	2013	CFT	50a55	600a700	0	0	PS	2012	5
1	2013	CFT	50a55	S/I	0	0	PP	2009	1
1	2013	CFT	50a55	S/I	0	0	PP	2011	2
1	2013	CFT	50a55	S/I	0	0	PP	2011	3
1	2013	CFT	50a55	S/I	0	0	PP	2012	1
1	2013	CFT	50a55	S/I	0	0	PP	2012	2
1	2013	CFT	50a55	S/I	0	0	PP	2012	5
1	2013	CFT	50a55	S/I	1	0	MUN	2012	3
1	2013	CFT	50a55	S/I	1	1	PS	2012	1
1	2013	CFT	55a60	100a475	0	0	PP	2011	3
1	2013	CFT	55a60	100a475	0	0	PP	2011	5
1	2013	CFT	55a60	100a475	0	0	PP	2012	2
1	2013	CFT	55a60	100a475	0	0	PP	2012	5
1	2013	CFT	55a60	100a475	0	0	PS	2009	4
1	2013	CFT	55a60	100a475	0	0	PS	2010	5
1	2013	CFT	55a60	100a475	1	0	MUN	2012	5
1	2013	CFT	55a60	100a475	1	1	PS	2012	5
1	2013	CFT	55a60	475a500	0	0	MUN	2008oAnterior	3
1	2013	CFT	55a60	475a500	0	0	MUN	2009	3
1	2013	CFT	55a60	475a500	0	0	MUN	2010	3
1	2013	CFT	55a60	475a500	0	0	MUN	2010	5
1	2013	CFT	55a60	475a500	0	0	PP	2012	4
1	2013	CFT	55a60	475a500	0	0	PP	2012	5
1	2013	CFT	55a60	475a500	0	0	PS	2009	1
1	2012	CFT	55a60	475a500	0	0	PS	2010	5
1	2013	CFT	55a60	475a500	0	0	PS	2011	5
1	2013	CFT	55a60	475a500	1	0	MUN	2012	2
1	2013	CFT	55a60	475a500	1	0	MUN	2012	3
1	2013	CFT	55a60	475a500	1	0	MUN	2012	4
1	2013	CFT	55a60	475a500	1	0	PS	2012	5
1	2013	CFT	55a60	475a500	1	1	MUN	2012	3
1	2013	CFT	55a60	475a500	1	1	PS	2012	4
1	2013	CFT	55a60	475a500	1	1	PS	2012	5
1	2013	CFT	55a60	500a550	0	0	MUN	2008oAnterior	4
1	2013	CFT	55a60	500a550	0	0	MUN	2008oAnterior	5
1	2013	CFT	55a60	500a550	0	0	MUN	2010	3
1	2013	CFT	55a60	500a550	0	0	MUN	2010	5
1	2013	CFT	55a60	500a550	0	0	PP	2009	4
1	2013	CFT	55a60	500a550	0	0	PP	2010	1
1	2013	CFT	55a60	500a550	0	0	PP	2011	2
1	2013	CFT	55a60	500a550	0	0	PP	2011	3
1	2013	CFT	55a60	500a550	0	0	PS	2008oAnterior	5
1	2013	CFT	55a60	500a550	0	0	PS	2009	2
1	2013	CFT	55a60	500a550	0	0	PS	2009	4
1	2013	CFT	55a60	500a550	1	0	MUN	2012	4
1	2013	CFT	55a60	500a550	1	0	MUN	2012	5
1	2013	CFT	55a60	500a550	1	0	PS	2012	3
1	2013	CFT	55a60	500a550	1	0	PS	2012	5
1	2013	CFT	55a60	500a550	1	1	MUN	2012	4
1	2013	CFT	55a60	500a550	1	1	MUN	2012	5
1	2013	CFT	55a60	500a550	1	1	PS	2012	5
1	2013	CFT	55a60	550a600	0	0	MUN	2008oAnterior	1
1	2013	CFT	55a60	550a600	0	0	MUN	2008oAnterior	4
1	2013	CFT	55a60	550a600	0	0	MUN	2008oAnterior	5
1	2013	CFT	55a60	550a600	0	0	MUN	2009	3
1	2013	CFT	55a60	550a600	0	0	MUN	2010	3
1	2013	CFT	55a60	550a600	0	0	PP	2011	1
1	2013	CFT	55a60	550a600	0	0	PP	2011	2
1	2013	CFT	55a60	550a600	0	0	PP	2011	3
1	2013	CFT	55a60	550a600	0	0	PP	2012	3
1	2013	CFT	55a60	550a600	0	0	PP	2012	5
1	2013	CFT	55a60	550a600	0	0	PS	2008oAnterior	1
1	2013	CFT	55a60	550a600	0	0	PS	2008oAnterior	3
1	2013	CFT	55a60	550a600	0	0	PS	2008oAnterior	4
1	2013	CFT	55a60	550a600	0	0	PS	2008oAnterior	5
1	2013	CFT	55a60	550a600	0	0	PS	2010	1
1	2013	CFT	55a60	550a600	1	0	MUN	2012	3
1	2013	CFT	55a60	550a600	1	0	PS	2012	2
1	2013	CFT	55a60	550a600	1	0	PS	2012	3
1	2013	CFT	55a60	550a600	1	1	MUN	2012	3
1	2013	CFT	55a60	550a600	1	1	PS	2012	3
1	2013	CFT	55a60	550a600	1	1	PS	2012	5
1	2013	CFT	55a60	600a700	0	0	MUN	2011	1
1	2013	CFT	55a60	600a700	0	0	MUN	2011	5
1	2013	CFT	55a60	600a700	0	0	MUN	2012	1
1	2013	CFT	55a60	600a700	0	0	MUN	2012	3
1	2013	CFT	55a60	600a700	0	0	MUN	2012	4
1	2013	CFT	55a60	600a700	0	0	PP	2011	3
1	2013	CFT	55a60	600a700	0	0	PP	2012	5
1	2013	CFT	55a60	600a700	0	0	PS	2008oAnterior	3
1	2013	CFT	55a60	600a700	0	0	PS	2009	1
1	2013	CFT	55a60	600a700	0	0	PS	2009	3
1	2013	CFT	55a60	600a700	0	0	PS	2011	3
1	2013	CFT	55a60	600a700	0	0	PS	2011	5
1	2013	CFT	55a60	600a700	1	0	PS	2012	2
1	2013	CFT	55a60	600a700	1	0	PS	2012	5
1	2013	CFT	55a60	700a900	0	0	PS	2011	2
1	2013	CFT	55a60	S/I	0	0	PP	2009	3
1	2012	CFT	55a60	S/I	0	0	PP	2010	4
1	2013	CFT	55a60	S/I	0	0	PP	2010	5
1	2013	CFT	55a60	S/I	0	0	PP	2012	2
1	2013	CFT	55a60	S/I	0	0	PP	2012	3
1	2013	CFT	55a60	S/I	1	0	MUN	2012	3
1	2013	CFT	55a60	S/I	1	0	MUN	2012	5
1	2013	CFT	55a60	S/I	1	0	PS	2012	5
1	2013	CFT	55a60	S/I	1	1	PS	2012	5
1	2013	CFT	60a70	100a475	0	0	MUN	2008oAnterior	3
1	2013	CFT	60a70	100a475	0	0	MUN	2008oAnterior	5
1	2013	CFT	60a70	100a475	0	0	MUN	2010	3
1	2013	CFT	60a70	100a475	0	0	PP	2010	2
1	2013	CFT	60a70	100a475	0	0	PP	2011	2
1	2013	CFT	60a70	100a475	0	0	PP	2012	1
1	2013	CFT	60a70	100a475	0	0	PP	2012	2
1	2013	CFT	60a70	100a475	0	0	PP	2012	3
1	2013	CFT	60a70	100a475	0	0	PP	2012	4
1	2013	CFT	60a70	100a475	0	0	PS	2012	5
1	2013	CFT	60a70	100a475	1	0	MUN	2012	4
1	2013	CFT	60a70	100a475	1	0	PS	2012	4
1	2013	CFT	60a70	100a475	1	0	PS	2012	5
1	2013	CFT	60a70	100a475	1	1	MUN	2012	5
1	2013	CFT	60a70	475a500	0	0	MUN	2008oAnterior	1
1	2013	CFT	60a70	475a500	0	0	MUN	2009	3
1	2013	CFT	60a70	475a500	0	0	MUN	2011	4
1	2013	CFT	60a70	475a500	0	0	PS	2008oAnterior	1
1	2013	CFT	60a70	475a500	0	0	PS	2008oAnterior	3
1	2013	CFT	60a70	475a500	0	0	PS	2008oAnterior	5
1	2013	CFT	60a70	475a500	0	0	PS	2009	4
1	2013	CFT	60a70	475a500	0	0	PS	2010	4
1	2013	CFT	60a70	475a500	0	0	PS	2011	5
1	2013	CFT	60a70	475a500	0	0	PS	2012	4
1	2013	CFT	60a70	475a500	0	0	PS	2012	5
1	2013	CFT	60a70	475a500	1	0	MUN	2012	1
1	2013	CFT	60a70	475a500	1	0	MUN	2012	5
1	2013	CFT	60a70	475a500	1	0	PS	2012	1
1	2013	CFT	60a70	475a500	1	1	PS	2012	5
1	2013	CFT	60a70	500a550	0	0	MUN	2009	1
1	2013	CFT	60a70	500a550	0	0	MUN	2009	2
1	2013	CFT	60a70	500a550	0	0	MUN	2009	5
1	2013	CFT	60a70	500a550	0	0	MUN	2010	4
1	2013	CFT	60a70	500a550	0	0	PP	2012	5
1	2013	CFT	60a70	500a550	0	0	PS	2009	3
1	2013	CFT	60a70	500a550	0	0	PS	2010	2
1	2013	CFT	60a70	500a550	0	0	PS	2010	5
1	2013	CFT	60a70	500a550	1	1	MUN	2012	5
1	2013	CFT	60a70	500a550	1	1	PS	2012	5
1	2013	CFT	60a70	550a600	0	0	MUN	2008oAnterior	1
1	2013	CFT	60a70	550a600	0	0	MUN	2010	1
1	2013	CFT	60a70	550a600	0	0	MUN	2010	3
1	2013	CFT	60a70	550a600	0	0	MUN	2010	4
1	2013	CFT	60a70	550a600	0	0	MUN	2011	3
1	2013	CFT	60a70	550a600	0	0	MUN	2011	4
1	2013	CFT	60a70	550a600	0	0	MUN	2011	5
1	2013	CFT	60a70	550a600	0	0	PS	2008oAnterior	5
1	2013	CFT	60a70	550a600	0	0	PS	2009	3
1	2013	CFT	60a70	550a600	0	0	PS	2009	4
1	2013	CFT	60a70	550a600	0	0	PS	2010	1
1	2013	CFT	60a70	550a600	0	0	PS	2010	3
1	2013	CFT	60a70	550a600	0	0	PS	2012	5
1	2013	CFT	60a70	550a600	1	0	MUN	2012	2
1	2013	CFT	60a70	550a600	1	0	PS	2012	3
1	2013	CFT	60a70	550a600	1	0	PS	2012	4
1	2013	CFT	60a70	550a600	1	1	MUN	2012	4
1	2013	CFT	60a70	550a600	1	1	PS	2012	4
1	2013	CFT	60a70	550a600	1	1	PS	2012	5
1	2013	CFT	60a70	600a700	0	0	MUN	2008oAnterior	3
1	2013	CFT	60a70	600a700	0	0	MUN	2008oAnterior	4
1	2013	CFT	60a70	600a700	0	0	MUN	2009	1
1	2013	CFT	60a70	600a700	0	0	MUN	2009	3
1	2013	CFT	60a70	600a700	0	0	MUN	2010	2
1	2013	CFT	60a70	600a700	0	0	MUN	2011	3
1	2013	CFT	60a70	600a700	0	0	MUN	2011	5
1	2013	CFT	60a70	600a700	0	0	MUN	2012	5
1	2013	CFT	60a70	600a700	0	0	PP	2011	5
1	2013	CFT	60a70	600a700	0	0	PS	2008oAnterior	1
1	2013	CFT	60a70	600a700	0	0	PS	2010	2
1	2013	CFT	60a70	600a700	0	0	PS	2010	3
1	2013	CFT	60a70	600a700	0	0	PS	2010	4
1	2013	CFT	60a70	600a700	0	0	PS	2011	1
1	2013	CFT	60a70	600a700	0	0	PS	2011	2
1	2013	CFT	60a70	600a700	0	0	PS	2011	3
1	2013	CFT	60a70	600a700	0	0	PS	2012	1
1	2013	CFT	60a70	600a700	0	0	PS	2012	3
1	2013	CFT	60a70	600a700	1	1	MUN	2012	1
1	2013	CFT	60a70	600a700	1	1	MUN	2012	3
1	2013	CFT	60a70	600a700	1	1	PS	2012	2
1	2013	CFT	60a70	600a700	1	1	PS	2012	4
1	2013	CFT	60a70	600a700	1	1	PS	2012	5
1	2013	CFT	60a70	700a900	0	0	PP	2009	4
1	2013	CFT	60a70	700a900	0	0	PS	2011	4
1	2013	CFT	60a70	700a900	1	1	PS	2012	1
1	2011	CFT	60a70	S/I	0	0	MUN	2010	5
1	2013	CFT	60a70	S/I	0	0	MUN	2011	4
1	2013	CFT	60a70	S/I	0	0	MUN	2011	5
1	2013	CFT	60a70	S/I	0	0	MUN	2012	3
1	2013	CFT	60a70	S/I	0	0	MUN	2012	5
1	2013	CFT	60a70	S/I	0	0	PP	2008oAnterior	3
1	2013	CFT	60a70	S/I	0	0	PP	2008oAnterior	4
1	2013	CFT	60a70	S/I	0	0	PP	2012	1
